地址,建物型態,訂約日期,樓別/樓高,家具,緯度,經度,備註,租金,總面積(坪),出租型態,房型,租賃期間,屋齡,主要用途
中壢區龍仁路５６號六樓,住宅大樓(11層含以上有電梯),114/03/11,六層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.9378025463729,121.23492207697514,社會住宅  管理費2300+水電費 瓦斯費由承租人負擔,"20,200",41.45,整戶出租,2房1廳1衛,1140316~1150315,9,集合住宅
中壢區白馬莊１０１之７號三樓,公寓(5樓含以下無電梯),114/03/07,三層/五層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.962537133261893,121.21305183909317,續租案件;,"14,000",27.78,整戶出租,3房2廳1衛,1140311~1150310,40,住家用
中壢區龍岡路二段３６７之４號十六樓,住宅大樓(11層含以上有電梯),114/03/10,十六層/十六層,冷氣、熱水器、洗衣機、瓦斯或天然氣、傢俱,24.940977847683925,121.23087814002459,續租案件;,"4,500",43.38,整戶出租,3房2廳2衛,1140320~1150319,31,住家用
中壢區同慶路３４８號五樓,住宅大樓(11層含以上有電梯),114/03/12,五層/十四層,冷氣、熱水器、冰箱、瓦斯或天然氣、傢俱,24.93947176936435,121.25741261806138,社會住宅  管理費1300+水電費 瓦斯費由承租人負擔續租案件;,"11,200",32.76,整戶出租,3房2廳2衛,1140401~1150331,26,集合住宅
中壢區大智街１０號五樓之２３,公寓(5樓含以下無電梯),114/03/12,五層/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95333988533667,121.24091320489742,社會住宅  管理費400+水電費由承租人負擔,"5,000",7.54,獨立套房,1房1廳1衛,1140315~1150314,36,住家用
中壢區復華街３０２號六樓,住宅大樓(11層含以上有電梯),114/03/03,六層/十四層,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣、傢俱,24.976250212189978,121.24864402376843,續租案件;,"15,300",36.76,整戶出租,2房1廳1衛,1140301~1150228,14,集合住宅
中壢區後興路一段１７９號七樓,住宅大樓(11層含以上有電梯),114/03/03,七層/十三層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.94125213282038,121.24566251193275,續租案件;,"17,000",36.97,整戶出租,3房2廳2衛,1140315~1150111,29,住家用
中壢區延平路３７２號八樓之５,住宅大樓(11層含以上有電梯),114/03/06,八層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95969406497128,121.2247430975025,續租案件;,"9,300",13.75,獨立套房,1房1衛,1140317~1150316,25,辦公室
中壢區晉元路３０１巷３４號二樓,住宅大樓(11層含以上有電梯),114/03/03,二層/十二層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.952523097859487,121.26468874560207,,"17,000",36.70,整戶出租,3房2廳2衛,1140305~1150304,31,住家用
中壢區中央西路一段７６巷２３弄７號五樓之三,華廈(10層含以下有電梯),114/03/11,五層/八層,熱水器,24.958615554058067,121.22147298020933,每月管理費300元由承租人負擔，未計入租金。,"5,000",6.03,獨立套房,1房1衛,1140315~1150314,43,辦公室、套房、住宅
中壢區長春五路２０號八樓,住宅大樓(11層含以上有電梯),114/03/06,八層/十一層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.97916693458993,121.24831311276988,,"16,000",28.10,獨立套房,1房1廳1衛,1140316~1150315,17,住家用
中壢區華美一路１３５號７樓,住宅大樓(11層含以上有電梯),114/03/10,七層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.953070778698805,121.26130307332741,,"15,500",24.05,整戶出租,2房1廳1衛,1140310~1150309,19,住家用
中壢區環中東路二段３１２巷５號六樓之１,住宅大樓(11層含以上有電梯),114/03/07,六層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.948672045473213,121.2353685084589,,"14,881",32.45,整戶出租,3房2廳2衛,1140310~1150309,26,住家用
中壢區龍慈路７５號５樓,住宅大樓(11層含以上有電梯),114/03/12,五層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.943054604920786,121.24760692885687,每月管理費2500由承租人負擔出租人繳納未租賃車位，建物登記含有車位面積;,"18,300",36.65,整戶出租,2房1廳1衛,1140320~1150319,3,集合住宅
中壢區大仁街５１號６樓之１,華廈(10層含以下有電梯),114/03/10,六層/六層,冷氣、熱水器、冰箱、傢俱,24.956743240040172,121.2411277980676,,"6,000",7.51,獨立套房,1房1衛,1140310~1150309,30,住家用
中壢區高鐵北路二段７８號十樓,住宅大樓(11層含以上有電梯),114/03/05,十層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.01733796363905,121.22012170306378,未租賃車位，建物登記含有車位面積;,"14,500",44.22,整戶出租,2房2廳2衛,1140310~1150309,2,集合住宅
中壢區環中東路二段３１２巷１０號八樓之９,住宅大樓(11層含以上有電梯),114/03/10,八層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.948672045473213,121.2353685084589,,"8,500",15.12,獨立套房,1房1廳1衛,1140421~1150420,26,住家用
中壢區興仁路二段９９號十樓之４７,華廈(10層含以下有電梯),114/03/12,十層/十層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.966808351887106,121.26335252257398,社會住宅 水電費 管理費500元由承租人負擔續租案件;,"6,500",9.58,獨立套房,1房1廳1衛,1140501~1150430,19,住家用
中壢區後寮二路２２７巷１號三樓,住宅大樓(11層含以上有電梯),114/03/06,三層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.938087545551532,121.24846836523585,,"22,200",44.29,整戶出租,3房2廳2衛,1140315~1150314,23,住家用
中壢區長興街１０號九樓,住宅大樓(11層含以上有電梯),114/03/11,九層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.970351081606836,121.2508012388186,管理費每個月1100元整，水費、電費、瓦斯費皆由承租人負擔,"16,900",23.02,整戶出租,2房2廳1衛,1140324~1150323,20,住家用
中壢區青峰路一段１５７號四樓,住宅大樓(11層含以上有電梯),114/03/12,四層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.015705434734393,121.21904871875559,每月管理費2000元由承租人負擔，未計入租金。未租賃車位，建物登記含有車位面積;,"28,000",42.68,整戶出租,3房2廳2衛,1140515~1150514,2,集合住宅
中壢區執信一街４４號六樓,華廈(10層含以下有電梯),114/03/06,六層/六層,冷氣、熱水器、洗衣機、電視機、傢俱,24.946834409426817,121.22686861392017,,"15,000",43.94,整戶出租,3房1廳2衛,1140310~1150309,31,住家用
中壢區福星五街５７號２樓,華廈(10層含以下有電梯),114/03/10,二層/七層,冷氣、熱水器、洗衣機、瓦斯或天然氣,24.96560673715498,121.23124100046554,,"13,775",16.80,整戶出租,2房1廳1衛,1140403~1150402,33,住家用
中壢區百韜二街５２巷３號六樓,華廈(10層含以下有電梯),114/03/12,六層/八層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.944107081569708,121.22735873593095,社會住宅  管理費1600+水電費由承租人負擔,"15,000",28.53,整戶出租,3房1廳1衛,1140320~1150319,28,住家用
中壢區華祥二街３３巷４５號,透天厝,114/03/07,全/二層,冷氣、熱水器、冰箱、瓦斯或天然氣、傢俱,24.94957509898497,121.26226616822653,,"12,000",25.52,整戶出租,2房1廳2衛,1140325~1150324,44,住商用
中壢區新中北路８４６巷５弄１０號,透天厝,114/03/11,全/二層,熱水器、瓦斯或天然氣,24.955461541688265,121.25184061749812,,"26,000",29.04,整戶出租,5房2廳2衛,1140315~1150314,48,住家用
中壢區榮民路２２２巷１號５樓,華廈(10層含以下有電梯),114/03/10,五層/五層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.965052117739877,121.26091239872862,續租案件;,"8,500",5.97,分租套房,7房7廳7衛,1140418~1150417,33,住家用
中壢區龍川五街６號四樓,華廈(10層含以下有電梯),114/03/10,四層/七層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.935955843917657,121.24906809361538,,"14,000",31.21,整戶出租,3房1廳1衛,1140310~1150309,30,住家用
中壢區慈惠二街５４號５樓,公寓(5樓含以下無電梯),114/03/04,五層/五層,冷氣、熱水器、洗衣機、冰箱、網路、傢俱,24.96046165460065,121.22462564732118,續租案件;,"6,500",5.14,分租套房,4房4廳4衛,1140306~1150305,42,住家用
中壢區榮安三街１７１巷１８號四樓,華廈(10層含以下有電梯),114/03/06,四層/十層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.961801542927326,121.26111352449364,,"17,000",23.53,整戶出租,2房1廳1衛,1140310~1150309,22,住家用
中壢區高鐵北路二段６０號８樓,住宅大樓(11層含以上有電梯),114/03/02,八層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、網路、傢俱,25.01733796363905,121.22012170306378,租金總額含管理費;水費;網路費;租賃建物部分範圍，且未計入共有部分面積;未租賃車位，建物登記含有車位面積;,"14,500",7.41,分租套房,2房2衛,1140302~1150309,2,集合住宅
中壢區大安街２８號四樓,透天厝,114/03/03,全/四層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.950295374787874,121.2307370635672,租賃建物部分範圍，且未計入共有部分面積;,"6,000",5.14,分租套房,6房6衛,1140307~1150306,34,住家用
中壢區元化路２６８號九樓之１６,住宅大樓(11層含以上有電梯),114/03/05,九層/十四層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.961724801151448,121.2251726465865,,"10,800",12.55,獨立套房,1房1衛,1140310~1150309,20,住家用
中壢區自治里陸光二街３號,公寓(5樓含以下無電梯),114/03/05,五層/五層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.96723933878232,121.25956013722748,租賃建物部分範圍，且未計入共有部分面積;,"10,000",5.14,分租套房,5房5衛,1140308~1150307,23,住家用
中壢區寧夏二街４３號,透天厝,114/03/06,全/五層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.95147962727974,121.2355223889193,租賃建物部分範圍，且未計入共有部分面積;,"6,000",5.14,分租套房,44房44衛,1140310~1150309,36,住家用
中壢區中北路二段２０８巷４７號三樓,華廈(10層含以下有電梯),114/03/07,三層/十層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.951771867204823,121.22757086689779,,"13,300",24.40,整戶出租,2房2廳1衛,1140317~1150316,21,住家用
中壢區榮安一街４４７號六樓,住宅大樓(11層含以上有電梯),114/03/11,六層/十二層,冷氣、熱水器、洗衣機、瓦斯或天然氣、傢俱,24.96504606228749,121.25396967432289,,"19,500",61.86,整戶出租,4房1廳2衛,1140405~1150404,22,住家用
中壢區大仁一街２３號二樓之９,華廈(10層含以下有電梯),114/03/14,二層/六層,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣、傢俱,24.954392825900243,121.24299491860174,"此為（桃園市）社會住宅包租代管計畫之物件，評定市價租金為10001元，因選擇（代管）方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額9000元。」
每個月管理費700元由承租人負擔續租案件;","9,000",14.64,整戶出租,2房1衛,1140320~1150319,30,住家用
中壢區五光三街５８巷１４號５樓,公寓(5樓含以下無電梯),114/03/07,五層/五層,冷氣、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.958567254567186,121.21121285588885,,"12,500",9.00,分租套房,3房3廳3衛,1140303~1150302,42,住家用
中壢區永順一街２１８號１２樓,住宅大樓(11層含以上有電梯),114/03/13,十二層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.01311621300422,121.20504428513608,"機車位一個
每月管理費3237由承租人負擔出租人繳納","21,763",41.01,整戶出租,2房1廳1衛,1140313~1150312,3,集合住宅
中壢區領航南路三段２７９號３樓,住宅大樓(11層含以上有電梯),114/03/02,三層/十九層,冷氣、熱水器、洗衣機、冰箱,25.011920211677044,121.22063715698116,,"33,000",43.18,整戶出租,3房2廳1衛,1140315~1150315,6,一般事務所
中壢區永福路６６８之２號四樓,華廈(10層含以下有電梯),114/03/07,四層/九層,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣、傢俱,24.960280951541844,121.25812932441848,,"17,500",22.02,整戶出租,2房1廳1衛,1140415~1150414,25,住家用
中壢區環中東路１６７號１１樓之１１,住宅大樓(11層含以上有電梯),114/03/11,十一層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.96443350808752,121.25841529635312,每月管理費200由出租人負擔繳納,"6,800",7.08,獨立套房,1房1衛,1140314~1150313,29,住家用
中壢區文成北街５１巷４號３樓,公寓(5樓含以下無電梯),114/03/06,三層/四層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.979260447194225,121.25176029366237,,"8,500",6.26,分租套房,4房4廳4衛,1140314~1150313,43,住家用
中壢區八德路５４號５樓,公寓(5樓含以下無電梯),114/03/11,五層/五層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.960045598373068,121.23102263388454,租賃建物部分範圍，且未計入共有部分面積;,"7,500",4.58,分租套房,5房5廳5衛,1140307~1150306,36,住家用
中壢區慈惠三街３３號十一樓之１０,住宅大樓(11層含以上有電梯),114/03/11,十一層/二十一層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.961400792953253,121.22449860316476,,"19,000",32.44,整戶出租,3房1廳1衛,1140321~1150320,23,住家用
中壢區高鐵南路五段６５１號１４樓,住宅大樓(11層含以上有電梯),114/03/13,十四層/十五層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.96323897921279,121.16513799878187,租金總額含管理費;,"21,500",39.51,分層出租,2房2廳1衛,1140315~1150314,1,集合住宅
中壢區龍慈路７９號五樓,住宅大樓(11層含以上有電梯),114/03/12,五層/十五層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.943054604920786,121.24760692885687,"1.出租機車位一個
2.承租人每月負擔管理費2000元","23,000",36.60,整戶出租,2房1廳1衛,1140315~1150314,3,集合住宅
中壢區文中路二段３５巷２０號５樓,華廈(10層含以下有電梯),114/03/11,五層/七層,冷氣、熱水器、瓦斯或天然氣,24.988488135652094,121.25662306404286,,"16,300",38.49,整戶出租,3房1廳2衛,1140412~1150411,2,集合住宅
中壢區中美路一段１８號十四樓之３,住宅大樓(11層含以上有電梯),114/03/10,十四層/十八層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95999365795729,121.22364433940538,續租案件;,"6,500",9.79,獨立套房,1房1廳1衛,1140315~1150314,27,住家用
中壢區青峰路一段１４９號１６樓,住宅大樓(11層含以上有電梯),114/03/10,十六層/十六層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,25.015705434734393,121.21904871875559,續租案件;,"19,300",21.38,整戶出租,2房1廳1衛,1140329~1150328,2,集合住宅
中壢區利民路２號,透天厝,114/03/08,全/五層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.952072327276422,121.23752391885577,租金總額含管理費;水費;網路費;續租案件;,"8,000",5.40,分租套房,32房32衛,1140316~1150315,34,商業用
